Day,Month,Year,Location,Gear,Tow,Species,Length,Date,Season,Sample
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Winter Flounder,46,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Winter Flounder,32,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Winter Flounder,28,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Winter Flounder,27,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Seine,,Winter Flounder,26,1/9/2010,Summer,E-9-2010-HB-Seine
E,9,2010,HB,Fyke Net,,Tomcod,171,1/9/2010,Summer,E-9-2010-HB-Fyke Net
E,9,2010,HB,Fyke Net,,Tomcod,198,1/9/2010,Summer,E-9-2010-HB-Fyke Net
E,9,2010,HB,Fyke Net,,Tomcod,152,1/9/2010,Summer,E-9-2010-HB-Fyke Net
E,9,2010,HB,Fyke Net,,Tomcod,192,1/9/2010,Summer,E-9-2010-HB-Fyke Net
E,9,2010,HB,Fyke Net,,Tomcod,171,1/9/2010,Summer,E-9-2010-HB-Fyke Net
E,9,2010,HB,Fyke Net,,Tomcod,150,1/9/2010,Summer,E-9-2010-HB-Fyke Net
E,9,2010,HB,Fyke Net,,Tomcod,178,1/9/2010,Summer,E-9-2010-HB-Fyke Net
E,9,2010,HB,Fyke Net,,Tomcod,156,1/9/2010,Summer,E-9-2010-HB-Fyke Net
E,9,2010,HB,Fyke Net,,Tomcod,162,1/9/2010,Summer,E-9-2010-HB-Fyke Net
E,9,2010,HB,Fyke Net,,Pollock,139,1/9/2010,Summer,E-9-2010-HB-Fyke Net
E,9,2010,DH,MT,2,Shorthorn sculpin,53,1/9/2010,Summer,E-9-2010-DH-MT
E,9,2010,SR,Seine,1,Atlantic silverside,65,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,54,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,65,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,60,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,58,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,60,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,50,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,65,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,56,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,65,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,66,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,54,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,58,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,64,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,53,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,63,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,57,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,62,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,57,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,64,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,60,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,70,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,69,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,60,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,56,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,54,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,53,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,59,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,56,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,50,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,1,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,2,Atlantic silverside,57,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,2,Atlantic silverside,63,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,2,Atlantic silverside,72,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,2,Atlantic silverside,60,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,2,Atlantic silverside,65,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,2,Atlantic silverside,76,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,2,Atlantic silverside,64,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,2,Atlantic silverside,68,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,2,Atlantic silverside,58,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,2,Atlantic silverside,76,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,2,Atlantic silverside,76,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,2,Atlantic silverside,69,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,2,Atlantic silverside,63,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,2,Atlantic silverside,68,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,2,Atlantic silverside,62,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,2,Atlantic silverside,67,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,2,Atlantic silverside,58,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,2,Atlantic silverside,62,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,2,Atlantic silverside,60,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,2,Atlantic silverside,54,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,2,Atlantic silverside,65,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,2,Atlantic silverside,64,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,2,Atlantic silverside,75,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,2,Atlantic silverside,67,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,2,Atlantic silverside,63,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,2,Atlantic silverside,60,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,2,Atlantic silverside,66,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,2,Atlantic silverside,59,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,2,Atlantic silverside,54,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,2,Atlantic silverside,50,1/9/2010,Summer,E-9-2010-SR-Seine
E,9,2010,SR,Seine,2,Atlantic silverside,nm,1/9/2010,Summer,E-9-2010-SR-Seine
